accession	accession_version	database	sra_accessions	strain	region	location	date	date_released	date_updated	length	host	isolate-lineage-source	biosample_accessions	authors	institution	submitter_country	country	division	abbr_authors	clade	qc.overallScore	qc.overallStatus	alignmentScore	alignmentStart	alignmentEnd	genome_coverage	age	gender	symptoms	published_clade
MN451306	MN451306.1	GenBank		2017-CA10-542	Asia		2017-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1822	2437	3330	0.120664057227696				
MN451307	MN451307.1	GenBank		2017-CA10-556	Asia		2017-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1842	2437	3330	0.120664057227696				
MN451308	MN451308.1	GenBank		2017-CA10-644	Asia		2017-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1846	2437	3330	0.120664057227696				
MN451309	MN451309.1	GenBank		2017-CA10-651	Asia		2017-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1850	2437	3330	0.120664057227696				
MN451310	MN451310.1	GenBank		2017-CA10-664	Asia		2017-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1830	2437	3330	0.120664057227696				
MN451311	MN451311.1	GenBank		2017-CA10-679	Asia		2017-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1838	2437	3330	0.120664057227696				
MN451312	MN451312.1	GenBank		2017-CA10-693	Asia		2017-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1842	2437	3330	0.120664057227696				
MN451313	MN451313.1	GenBank		2018-CA10-554	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1850	2437	3330	0.120664057227696				
MN451314	MN451314.1	GenBank		2018-CA10-657	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1838	2437	3330	0.120664057227696				
MN451315	MN451315.1	GenBank		2018-CA10-552	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1826	2437	3330	0.120664057227696				
MN451316	MN451316.1	GenBank		2018-CA10-560	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1834	2437	3330	0.120664057227696				
MN451317	MN451317.1	GenBank		2018-CA10-568	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1850	2437	3330	0.120664057227696				
MN451318	MN451318.1	GenBank		2018-CA10-582	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1854	2437	3330	0.120664057227696				
MN451319	MN451319.1	GenBank		2018-CA10-597	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1854	2437	3330	0.120664057227696				
MN451320	MN451320.1	GenBank		2018-CA10-602	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1850	2437	3330	0.120664057227696				
MN451321	MN451321.1	GenBank		2018-CA10-604	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1814	2437	3330	0.120664057227696				
MN451322	MN451322.1	GenBank		2018-CA10-608	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1818	2437	3330	0.120664057227696				
MN451323	MN451323.1	GenBank		2018-CA10-611	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1814	2437	3330	0.120664057227696				
MN451324	MN451324.1	GenBank		2018-CA10-673	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1850	2437	3330	0.120664057227696				
MN451325	MN451325.1	GenBank		2018-CA10-675	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1858	2437	3330	0.120664057227696				
MN451326	MN451326.1	GenBank		2018-CA10-677	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1822	2437	3330	0.120664057227696				
MN451327	MN451327.1	GenBank		2018-CA10-815	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1850	2437	3330	0.120664057227696				
MN451328	MN451328.1	GenBank		2018-CA10-831	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1854	2437	3330	0.120664057227696				
MN451329	MN451329.1	GenBank		2018-CA10-832	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1854	2437	3330	0.120664057227696				
MN451330	MN451330.1	GenBank		2018-CA10-839	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1850	2437	3330	0.120664057227696				
MN451331	MN451331.1	GenBank		2018-CA10-841	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1854	2437	3330	0.120664057227696				
MN451332	MN451332.1	GenBank		2018-CA10-846	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1818	2437	3330	0.120664057227696				
MN451333	MN451333.1	GenBank		2018-CA10-878	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1850	2437	3330	0.120664057227696				
MN451334	MN451334.1	GenBank		2018-CA10-911	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1834	2437	3330	0.120664057227696				
MN451335	MN451335.1	GenBank		2018-CA10-58	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1846	2437	3330	0.120664057227696				
MN451336	MN451336.1	GenBank		2018-CA10-123	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1846	2437	3330	0.120664057227696				
MN451337	MN451337.1	GenBank		2018-CA10-124	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1862	2437	3330	0.120664057227696				
MN451338	MN451338.1	GenBank		2018-CA10-146	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1838	2437	3330	0.120664057227696				
MN451339	MN451339.1	GenBank		2018-CA10-163	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1858	2437	3330	0.120664057227696				
MN451340	MN451340.1	GenBank		2018-CA10-164	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1862	2437	3330	0.120664057227696				
MN451341	MN451341.1	GenBank		2018-CA10-179	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1834	2437	3330	0.120664057227696				
MN451342	MN451342.1	GenBank		2018-CA10-181	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1834	2437	3330	0.120664057227696				
MN451343	MN451343.1	GenBank		2018-CA10-206	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1850	2437	3330	0.120664057227696				
MN451344	MN451344.1	GenBank		2018-CA10-218	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1846	2437	3330	0.120664057227696				
MN451345	MN451345.1	GenBank		2018-CA10-219	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1838	2437	3330	0.120664057227696				
MN451346	MN451346.1	GenBank		2018-CA10-228	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1862	2437	3330	0.120664057227696				
MN451347	MN451347.1	GenBank		2018-CA10-232	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1854	2437	3330	0.120664057227696				
MN451348	MN451348.1	GenBank		2018-CA10-234	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1834	2437	3330	0.120664057227696				
MN451349	MN451349.1	GenBank		2018-CA10-270	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1838	2437	3330	0.120664057227696				
MN451350	MN451350.1	GenBank		2018-CA10-300	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1826	2437	3330	0.120664057227696				
MN451351	MN451351.1	GenBank		2018-CA10-304	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1834	2437	3330	0.120664057227696				
MN451352	MN451352.1	GenBank		2018-CA10-343	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1846	2437	3330	0.120664057227696				
MN451353	MN451353.1	GenBank		2018-CA10-348	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1866	2437	3330	0.120664057227696				
MN451354	MN451354.1	GenBank		2018-CA10-349	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1866	2437	3330	0.120664057227696				
MN451355	MN451355.1	GenBank		2018-CA10-350	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1866	2437	3330	0.120664057227696				
MN451356	MN451356.1	GenBank		2018-CA10-360	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1866	2437	3330	0.120664057227696				
MN451357	MN451357.1	GenBank		2018-CA10-362	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1866	2437	3330	0.120664057227696				
MN451358	MN451358.1	GenBank		2018-CA10-386	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1834	2437	3330	0.120664057227696				
MN451359	MN451359.1	GenBank		2018-CA10-387	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1854	2437	3330	0.120664057227696				
MN451360	MN451360.1	GenBank		2018-CA10-R18	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1846	2437	3330	0.120664057227696				
MN451361	MN451361.1	GenBank		2018-CA10-R101	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1858	2437	3330	0.120664057227696				
MN451362	MN451362.1	GenBank		2018-CA10-R120	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1834	2437	3330	0.120664057227696				
MN451363	MN451363.1	GenBank		2018-CA10-R125	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1854	2437	3330	0.120664057227696				
MN451364	MN451364.1	GenBank		2017-HA-CA10-32A	Asia		2017-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1834	2437	3330	0.120664057227696				
MN451365	MN451365.1	GenBank		2017-HA-CA10-89A	Asia		2017-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1842	2437	3330	0.120664057227696				
MN451366	MN451366.1	GenBank		2017-HA-CA10-93A	Asia		2017-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1830	2437	3330	0.120664057227696				
MN451367	MN451367.1	GenBank		2017-HA-CA10-103A	Asia		2017-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1834	2437	3330	0.120664057227696				
MN451368	MN451368.1	GenBank		2017-HA-CA10-132A	Asia		2017-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1846	2437	3330	0.120664057227696				
MN451369	MN451369.1	GenBank		2017-HA-CA10-142A	Asia		2017-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1850	2437	3330	0.120664057227696				
MN451370	MN451370.1	GenBank		2017-HA-CA10-191A	Asia		2017-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1854	2437	3330	0.120664057227696				
MN451371	MN451371.1	GenBank		2018-HA-CA10-3	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1846	2437	3330	0.120664057227696				
MN451372	MN451372.1	GenBank		2018-HA-CA10-107	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1866	2437	3330	0.120664057227696				
MN451373	MN451373.1	GenBank		2018-HA-CA10-142	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1814	2437	3330	0.120664057227696				
MN451374	MN451374.1	GenBank		2018-HA-CA10-153	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1814	2437	3330	0.120664057227696				
MN451375	MN451375.1	GenBank		2018-HA-CA10-166	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1822	2437	3330	0.120664057227696				
MN451376	MN451376.1	GenBank		2018-HA-CA10-194	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1850	2437	3330	0.120664057227696				
MN451377	MN451377.1	GenBank		2018-HA-CA10-235	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1818	2437	3330	0.120664057227696				
MN451378	MN451378.1	GenBank		2018-HA-CA10-240	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1866	2437	3330	0.120664057227696				
MN451379	MN451379.1	GenBank		2018-HA-CA10-246	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1838	2437	3330	0.120664057227696				
MN451380	MN451380.1	GenBank		2018-HA-CA10-266	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1838	2437	3330	0.120664057227696				
MN451381	MN451381.1	GenBank		2018-HA-CA10-272	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1814	2437	3330	0.120664057227696				
MN451382	MN451382.1	GenBank		2018-HA-CA10-278	Asia		2018-XX-XX	2020-09-30	2020-09-30	894	"Homo sapiens"			Zeng,H.,Zheng,H.	"Guangdong Provincial Centre for Disease Control and Prevention, Institute of Pathogenic Microbiology"	China	China		"Zeng et al."		0	good	1850	2437	3330	0.120664057227696				
MN540987	MN540987.1	GenBank		MN540987	Asia		2018-XX-XX	2021-11-22	2021-11-22	3664	"Homo sapiens"			Tao,Z.,Chen,P.,Cui,N.,Lin,X.,Ji,F.,Liu,Y.,Xiong,P.,Zhang,L.,Xu,Q.,Song,Y.,Xu,A.	"Shandong Center for Disease Control and Prevention, Division of EPI"	China	China		"Tao et al."		0	good	7808	745	4408	0.494533675259819				
MN540992	MN540992.1	GenBank		MN540992	Asia		2018-XX-XX	2021-11-22	2021-11-22	3695	"Homo sapiens"			Tao,Z.,Chen,P.,Cui,N.,Lin,X.,Ji,F.,Liu,Y.,Xiong,P.,Zhang,L.,Xu,Q.,Song,Y.,Xu,A.	"Shandong Center for Disease Control and Prevention, Division of EPI"	China	China		"Tao et al."		0	good	7897	745	4439	0.498717775678229				
MN541017	MN541017.1	GenBank		MN541017	Asia		2018-XX-XX	2021-11-22	2021-11-22	3696	"Homo sapiens"			Tao,Z.,Chen,P.,Cui,N.,Lin,X.,Ji,F.,Liu,Y.,Xiong,P.,Zhang,L.,Xu,Q.,Song,Y.,Xu,A.	"Shandong Center for Disease Control and Prevention, Division of EPI"	China	China		"Tao et al."		0	good	7940	745	4440	0.498852746659468				
MN557275	MN557275.1	GenBank		MN557275	Asia		2017-XX-XX	2022-01-01	2022-01-01	894	"Homo sapiens"	feces		Zhang,J.,Liu,H.,Ma,S.	"Institute of Medical Biology, Chinese Academy of Medical Science, genetic laboratory"	China	China		"Zhang et al."		0	good	1810	2437	3330	0.120664057227696				
MN557276	MN557276.1	GenBank		MN557276	Asia		2017-XX-XX	2022-01-01	2022-01-01	894	"Homo sapiens"	feces		Zhang,J.,Liu,H.,Ma,S.	"Institute of Medical Biology, Chinese Academy of Medical Science, genetic laboratory"	China	China		"Zhang et al."		0	good	1818	2437	3330	0.120664057227696				
MN557277	MN557277.1	GenBank		MN557277	Asia		2017-XX-XX	2022-01-01	2022-01-01	894	"Homo sapiens"	feces		Zhang,J.,Liu,H.,Ma,S.	"Institute of Medical Biology, Chinese Academy of Medical Science, genetic laboratory"	China	China		"Zhang et al."		0	good	1830	2437	3330	0.120664057227696				
MN557278	MN557278.1	GenBank		MN557278	Asia		2015-XX-XX	2022-01-01	2022-01-01	894	"Homo sapiens"	feces		Zhang,J.,Liu,H.,Ma,S.	"Institute of Medical Biology, Chinese Academy of Medical Science, genetic laboratory"	China	China		"Zhang et al."		0	good	1826	2437	3330	0.120664057227696				
MN557279	MN557279.1	GenBank		MN557279	Asia		2013-XX-XX	2022-01-01	2022-01-01	894	"Homo sapiens"	feces		Zhang,J.,Liu,H.,Ma,S.	"Institute of Medical Biology, Chinese Academy of Medical Science, genetic laboratory"	China	China		"Zhang et al."		0	good	1854	2437	3330	0.120664057227696				
MN557280	MN557280.1	GenBank		MN557280	Asia		2013-XX-XX	2022-01-01	2022-01-01	894	"Homo sapiens"	feces		Zhang,J.,Liu,H.,Ma,S.	"Institute of Medical Biology, Chinese Academy of Medical Science, genetic laboratory"	China	China		"Zhang et al."		0	good	1854	2437	3330	0.120664057227696				
